# N=10000  K per pct: 99:0.01668 95:0.01147 90:0.00989 80:0.00727 70:0.00516 60:0.00338 50:0.00219 40:0.00166 30:0.00132 20:0.00106 10:0.00073 5:0.00050
timestep,thr0.15_pct99,thr0.15_pct95,thr0.15_pct90,thr0.15_pct80,thr0.15_pct70,thr0.15_pct60,thr0.15_pct50,thr0.15_pct40,thr0.15_pct30,thr0.15_pct20,thr0.15_pct10,thr0.15_pct5,thr0.175_pct99,thr0.175_pct95,thr0.175_pct90,thr0.175_pct80,thr0.175_pct70,thr0.175_pct60,thr0.175_pct50,thr0.175_pct40,thr0.175_pct30,thr0.175_pct20,thr0.175_pct10,thr0.175_pct5
572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4460,1.0360,0.0000,0.3020,0.0000,0.1320,0.0000,0.0000,0.3060,0.9800
573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4320,1.0240,0.0000,0.2880,0.0000,0.1420,0.0000,0.0000,0.3060,0.9980
574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4380,1.0480,0.0000,0.2940,0.0000,0.1500,0.0000,0.0000,0.3220,1.0220
575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4360,1.0820,0.0000,0.2920,0.0000,0.1580,0.0000,0.0000,0.3320,1.0020
576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4380,1.0640,0.0000,0.2940,0.0000,0.1520,0.0000,0.0000,0.3360,0.9500
577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4420,1.0980,0.0000,0.2880,0.0000,0.1540,0.0000,0.0000,0.3280,0.9440
578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4420,1.1060,0.0000,0.3020,0.0000,0.1720,0.0000,0.0000,0.3620,0.9860
579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4500,1.1400,0.0000,0.3100,0.0000,0.1780,0.0000,0.0000,0.3660,0.9060
580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4500,1.1280,0.0000,0.3080,0.0000,0.1660,0.0000,0.0000,0.3500,0.8460
581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4380,1.1640,0.0000,0.3080,0.0000,0.1740,0.0000,0.0000,0.3460,0.8300
582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4480,1.1660,0.0000,0.3300,0.0000,0.1960,0.0000,0.0000,0.3800,0.8180
583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4440,1.2160,0.0000,0.3420,0.0000,0.1940,0.0000,0.0000,0.3760,0.7400
584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4220,1.2100,0.0000,0.3360,0.0000,0.1880,0.0000,0.0000,0.3560,0.6940
585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4400,1.2280,0.0000,0.3480,0.0000,0.2080,0.0000,0.0000,0.3400,0.6740
586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4400,1.2320,0.0000,0.3460,0.0000,0.2140,0.0000,0.0000,0.3680,0.6500
587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4220,1.2580,0.0000,0.3700,0.0000,0.2140,0.0000,0.0000,0.3640,0.6000
588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4240,1.2760,0.0000,0.3760,0.0000,0.2100,0.0000,0.0000,0.3360,0.5640
589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4340,1.2940,0.0000,0.3840,0.0000,0.2220,0.0000,0.0000,0.3360,0.5580
590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4280,1.3020,0.0000,0.3900,0.0000,0.2280,0.0000,0.0000,0.3700,0.5600
591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4400,1.3140,0.0000,0.4160,0.0000,0.2240,0.0000,0.0000,0.3780,0.5420
592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4260,1.3460,0.0000,0.4020,0.0000,0.2140,0.0000,0.0000,0.3420,0.5280
593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4320,1.3480,0.0000,0.4220,0.0000,0.2300,0.0000,0.0000,0.3520,0.5400
594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4620,1.3700,0.0000,0.4340,0.0000,0.2360,0.0000,0.0000,0.3760,0.5620
595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4440,1.4060,0.0000,0.4360,0.0000,0.2260,0.0000,0.0000,0.3840,0.5420
596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4220,1.4440,0.0000,0.4500,0.0000,0.2240,0.0000,0.0000,0.3540,0.5540
597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4580,1.4240,0.0000,0.4560,0.0000,0.2440,0.0000,0.0000,0.3740,0.5800
598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4580,1.4400,0.0000,0.4640,0.0000,0.2440,0.0000,0.0000,0.3880,0.5800
599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4360,1.4780,0.0000,0.4680,0.0000,0.2440,0.0000,0.0000,0.3840,0.5820
600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4420,1.5060,0.0000,0.4860,0.0000,0.2460,0.0000,0.0000,0.3680,0.5920
601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4440,1.5060,0.0000,0.4780,0.0000,0.2580,0.0000,0.0000,0.3840,0.6060
602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4520,1.5340,0.0000,0.5120,0.0000,0.2680,0.0000,0.0000,0.3880,0.6120
603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4400,1.5440,0.0000,0.4980,0.0000,0.2520,0.0000,0.0000,0.4040,0.6300
604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4260,1.5640,0.0000,0.5020,0.0000,0.2540,0.0000,0.0000,0.4040,0.6220
605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4580,1.5780,0.0000,0.5200,0.0000,0.2640,0.0000,0.0000,0.4100,0.6400
606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4680,1.5900,0.0000,0.5260,0.0000,0.2700,0.0000,0.0000,0.4220,0.6600
607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4240,1.6280,0.0000,0.5160,0.0000,0.2620,0.0000,0.0000,0.4220,0.6620
608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4560,1.6560,0.0000,0.5120,0.0000,0.2680,0.0000,0.0000,0.4320,0.6460
609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4640,1.6620,0.0000,0.5300,0.0000,0.2680,0.0000,0.0000,0.4520,0.6820
610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4460,1.6900,0.0000,0.5300,0.0000,0.2840,0.0000,0.0000,0.4540,0.6900
611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4340,1.7040,0.0000,0.5280,0.0000,0.2720,0.0000,0.0000,0.4520,0.6740
612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4680,1.7160,0.0000,0.5280,0.0000,0.2720,0.0000,0.0000,0.4740,0.7080
613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4640,1.7400,0.0000,0.5520,0.0000,0.2960,0.0000,0.0000,0.4820,0.7180
614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4660,1.7780,0.0000,0.5640,0.0000,0.3020,0.0000,0.0000,0.4760,0.7120
615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4540,1.7640,0.0000,0.5500,0.0000,0.2980,0.0000,0.0000,0.4880,0.7120
616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4720,1.7780,0.0000,0.5660,0.0000,0.3020,0.0000,0.0000,0.5000,0.7280
617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4880,1.8140,0.0000,0.5900,0.0000,0.3120,0.0000,0.0000,0.5040,0.7220
618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4680,1.8340,0.0000,0.5960,0.0000,0.3120,0.0000,0.0000,0.5060,0.7440
619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4740,1.8160,0.0000,0.5900,0.0000,0.3180,0.0000,0.0000,0.5100,0.7460
620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4920,1.8260,0.0000,0.5980,0.0000,0.3160,0.0000,0.0000,0.5140,0.7560
621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5020,1.8820,0.0000,0.6140,0.0000,0.3380,0.0000,0.0000,0.5320,0.7680
622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4740,1.9040,0.0000,0.6280,0.0000,0.3420,0.0000,0.0000,0.5220,0.7660
623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4960,1.9080,0.0000,0.5960,0.0000,0.3360,0.0000,0.0000,0.5160,0.7700
624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4880,1.9260,0.0000,0.6060,0.0000,0.3460,0.0000,0.0000,0.5460,0.7740
625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4900,1.9500,0.0000,0.6260,0.0000,0.3600,0.0000,0.0000,0.5340,0.8080
626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4920,1.9800,0.0000,0.6120,0.0000,0.3680,0.0000,0.0000,0.5440,0.8000
627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4900,1.9640,0.0000,0.5880,0.0000,0.3780,0.0000,0.0000,0.5720,0.8160
628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4840,1.9540,0.0000,0.5960,0.0000,0.3880,0.0000,0.0000,0.5600,0.8320
629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4900,2.0080,0.0000,0.6080,0.0000,0.3860,0.0000,0.0000,0.5540,0.8360
630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4860,2.0420,0.0000,0.6000,0.0000,0.4100,0.0000,0.0000,0.5780,0.8500
631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,1.9740,0.0000,0.5780,0.0000,0.4100,0.0000,0.0000,0.5780,0.8720
632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4840,2.0260,0.0000,0.5940,0.0000,0.4080,0.0000,0.0000,0.5820,0.8740
633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4760,2.0240,0.0000,0.6100,0.0000,0.4200,0.0000,0.0000,0.5980,0.9020
634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4840,2.0280,0.0000,0.5840,0.0000,0.4380,0.0000,0.0000,0.5840,0.9560
635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4720,2.0360,0.0000,0.5900,0.0000,0.4300,0.0000,0.0000,0.6140,0.9400
636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4660,2.0600,0.0000,0.5900,0.0000,0.4280,0.0000,0.0000,0.6040,0.9440
637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4840,2.0560,0.0000,0.5960,0.0000,0.4400,0.0000,0.0000,0.6100,0.9840
638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,2.1040,0.0000,0.6040,0.0000,0.4500,0.0000,0.0000,0.6280,1.0260
639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4660,2.0880,0.0000,0.5880,0.0000,0.4580,0.0000,0.0000,0.6420,1.0200
640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4920,2.1020,0.0000,0.5840,0.0000,0.4620,0.0000,0.0000,0.6280,1.0260
641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4940,2.1560,0.0000,0.6140,0.0000,0.4680,0.0000,0.0000,0.6580,1.0820
642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,2.1200,0.0000,0.5820,0.0000,0.4780,0.0000,0.0000,0.6680,1.1120
643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4800,2.1720,0.0000,0.5720,0.0000,0.4880,0.0000,0.0000,0.6600,1.0860
644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5180,2.2120,0.0000,0.6020,0.0000,0.4940,0.0000,0.0000,0.6720,1.1060
645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5140,2.1780,0.0000,0.5920,0.0000,0.5020,0.0000,0.0000,0.6880,1.1540
646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4960,2.2040,0.0000,0.5960,0.0000,0.5220,0.0000,0.0000,0.6960,1.1660
647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5060,2.2360,0.0000,0.6060,0.0000,0.5140,0.0000,0.0000,0.6820,1.1620
648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5200,2.2440,0.0000,0.6040,0.0000,0.5260,0.0000,0.0000,0.6860,1.1860
649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5140,2.2340,0.0000,0.6000,0.0000,0.5460,0.0000,0.0000,0.7120,1.2080
650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,2.2480,0.0000,0.6340,0.0000,0.5340,0.0000,0.0000,0.7200,1.2220
651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5120,2.2580,0.0000,0.6220,0.0000,0.5420,0.0000,0.0000,0.6940,1.2140
652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5220,2.2780,0.0000,0.6220,0.0000,0.5620,0.0000,0.0000,0.7100,1.2460
653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5260,2.2540,0.0000,0.6440,0.0000,0.5660,0.0000,0.0000,0.7340,1.2500
654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5040,2.2740,0.0000,0.6300,0.0000,0.5640,0.0000,0.0000,0.7300,1.2640
655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5180,2.3200,0.0000,0.6340,0.0000,0.5760,0.0000,0.0000,0.7060,1.2900
656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5340,2.2860,0.0000,0.6440,0.0000,0.5840,0.0000,0.0000,0.7520,1.3080
657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5180,2.3200,0.0000,0.6340,0.0000,0.5980,0.0000,0.0000,0.7640,1.3240
658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5200,2.3200,0.0000,0.6300,0.0000,0.5960,0.0000,0.0000,0.7740,1.3360
659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5340,2.3560,0.0000,0.6640,0.0000,0.5880,0.0000,0.0000,0.7640,1.3580
660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5420,2.3840,0.0000,0.6220,0.0000,0.6240,0.0000,0.0000,0.7860,1.3680
661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5360,2.3800,0.0000,0.6220,0.0000,0.6180,0.0000,0.0000,0.8020,1.4060
662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5460,2.4180,0.0000,0.6480,0.0000,0.6220,0.0000,0.0000,0.8100,1.3780
663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5640,2.4560,0.0000,0.6340,0.0000,0.6240,0.0000,0.0000,0.8000,1.4160
664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,2.4340,0.0000,0.6360,0.0000,0.6420,0.0000,0.0000,0.8220,1.4320
665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5580,2.4660,0.0000,0.6300,0.0000,0.6400,0.0000,0.0000,0.8660,1.4160
666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5720,2.5140,0.0000,0.6300,0.0000,0.6420,0.0000,0.0000,0.8300,1.4540
667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6040,2.4900,0.0000,0.6420,0.0000,0.6540,0.0000,0.0000,0.8400,1.4820
668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5860,2.5380,0.0000,0.6360,0.0000,0.6640,0.0000,0.0000,0.8640,1.4480
669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5980,2.5920,0.0000,0.6040,0.0000,0.6740,0.0000,0.0000,0.8800,1.4880
670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6160,2.5040,0.0000,0.6260,0.0000,0.6700,0.0000,0.0000,0.8820,1.5200
671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6240,2.5740,0.0000,0.6340,0.0000,0.6780,0.0000,0.0000,0.9020,1.5020
672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,2.6060,0.0000,0.6000,0.0000,0.6820,0.0000,0.0000,0.9140,1.5240
673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6260,2.5740,0.0000,0.6040,0.0000,0.7060,0.0000,0.0000,0.9300,1.5580
674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6260,2.5640,0.0000,0.6120,0.0000,0.6720,0.0000,0.0000,0.9460,1.5520
675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6460,2.6240,0.0000,0.6100,0.0000,0.7020,0.0000,0.0000,0.9360,1.5760
676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6480,2.6440,0.0000,0.5840,0.0000,0.7140,0.0000,0.0000,0.9580,1.5860
677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,2.6600,0.0000,0.6000,0.0000,0.7020,0.0000,0.0000,0.9860,1.6040
678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6480,2.6460,0.0000,0.5960,0.0000,0.7040,0.0000,0.0000,0.9740,1.6320
679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6720,2.6720,0.0000,0.5800,0.0000,0.7360,0.0000,0.0000,0.9620,1.6240
680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6440,2.7360,0.0000,0.5780,0.0000,0.7320,0.0000,0.0000,0.9920,1.6460
681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6380,2.7520,0.0000,0.5920,0.0000,0.7480,0.0000,0.0000,0.9700,1.6720
682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6700,2.7300,0.0000,0.5740,0.0000,0.7620,0.0000,0.0000,0.9780,1.6760
